Unnamed: 0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
81330,ying yang twins,money machine,2009,hip hop,today body part wall treat indigenuously digenously human right private blue treat indigenously digenously prophetic generation bottle water bottle water human right private blue causin poor populations go lose treat indigenously digenously lose consumer confidence casual karma casual karma human right private blue confetti camouflage camouflage flage flage treat indigenously digenously prophetic generation bottle water bottle water human right private blue causin poor populations go lose lose mind kick line lose head call say think dead dreamin screamin kick mind hate thoughts dreamin screamin kick mind hate thoughts treat indigenously digenously lose consumer confidence casual karma casual karma human right private blue confetti camouflage camouflage flage flage treat indigenously digenously prophetic generation bottle water bottle water human right private blue causin poor populations go lose nananananana nanananananana nanananana dreamin screamin kick mind hate thoughts dreamin screamin kick mind hate thoughts body part wall bring dark disaster,146,0.0006497726237691,0.3367764685047431,0.0006497726153005,0.1298589527918152,0.0006497725834269,0.116208654244277,0.0006497725921845,0.0006497726287218,0.0006497726133797,0.0957536279600324,0.1758061476601609,0.0006497725891103,0.0006497725859309,0.0006497726308408,0.0006497725952757,0.0006497726474517,0.5689375067691976,0.7445324718611388,0.0159628674325978,0.0,0.7135201978565539,0.7407326435019792,violence,0.1571428571428571
8645,john mellencamp,play guitar,1983,pop,drive brand shiny face wind haircut friends think bizarre cushy want taste cool success better learn play guitar play guitarplay guitar play guitarplay guitar play guitarplay guitar cheerleader queen walkin home school know seventeen gonna fool know touch stuff money brand good advice young better learn play guitar play guitarplay guitar play guitarplay guitar play guitarplay guitar women world want phony play guitar pump iron shine shoe wear hair right cruisin street cause want score tonight want scar forget macho shit learn play guitar play guitarplay guitar play guitarplay guitar play guitarplay guitar,93,0.0007412898551852,0.0007412898904018,0.0632993437032465,0.0201648002921213,0.000741289849829,0.0007412898472981,0.0007412899379205,0.0007412899092999,0.2395856722156394,0.3619734211473858,0.2053974817271502,0.0213299836580678,0.0007412898819994,0.0007412899063635,0.0007412898857716,0.0007412899061171,0.6826600238275752,0.7754788093223597,0.0164648759687509,0.0,0.8907666941467436,0.8428379344780338,music,0.5285714285714286
12757,the wallflowers,6th avenue heartache,1996,pop,sirens ring shots ring stranger cry scream loud world strap hold hand know black line draw draw draw avenue heartache homeless singin songs know complete step guitar hand years stand stand black line draw draw draw avenue heartache walkin home streets river wind feet subway steam like silhouette dream stand like moonbeams black line draw draw draw avenue heartache look window street go like midnight string lay wall things look small finger cross shoot like move black line draw draw draw avenue heartache,83,0.0007974481868431,0.5585174284862576,0.0007974482467683,0.0007974481926942,0.0007974481709028,0.0007974481747243,0.000797448283275,0.0007974482654845,0.0007974482313514,0.0984310534229268,0.1388415006388877,0.0586270738351583,0.0007974481777943,0.1106160056166393,0.0007974482018329,0.0007974482049775,0.4313874147081122,0.7509935133194882,0.0618464476369956,0.0001163967611336,0.531121187139324,0.8548503216516872,violence,0.3428571428571428
8181,bad religion,part iii,1982,pop,final write book history unleash deadly bomb send troop overseas fight kill human race greed ignorance quest dominance mistake lesson learn time second hate engulf world million live lose city slowly burn mother hold die child concern,37,0.0021929824605108,0.4593635589639344,0.3161160101278474,0.0021929826388282,0.0021929824561406,0.0021929824660711,0.0021929829453666,0.0021929825176809,0.0021929825228927,0.0021929825815826,0.0506200720364187,0.0021929825832137,0.141005620683494,0.0021929824767119,0.0021929825701211,0.0021929824561492,0.3360771146972816,0.8204240699433376,0.0002670685412334,2.115384615384615e-06,0.1962077493816982,0.9529514835698571,violence,0.5428571428571428
50304,jj grey & mofro,how junior got his head put out,2004,blues,friends late night drink sailors look fight pull pistol stick head voice mind say dead scrape alive live tryin steal pride talk color know bullet know young jitterbug tryin play game show game brag bout jack people get young jitterbug best watch step jits girl dance wire pull open pull scene cryin young jitterbug girlfriend dyin stories things give little southern slow walk singin memories shots ringin,67,0.0010741138676615,0.2072289990876146,0.0749237232967102,0.0341982153370262,0.0010741138599453,0.0165262339638526,0.0010741138659169,0.0979345131120579,0.3220231185055248,0.0010741139025769,0.138115151187622,0.0010741139807317,0.0649399696153896,0.0333689369654663,0.0010741139317755,0.001074113858535,0.4866240658507528,0.742301874214804,0.0235933971821256,0.4058704453441296,0.9309563066776588,0.7957894180478909,obscene,0.2285714285714285
55583,julie london,the good life,1963,jazz,evenin go hangin round night life good life life people like dreamin usedtobe night life good life life listen blue playin listen blue sayin life scene world break dream night life good life life night life good life life yeah life,41,0.0013850415799151,0.0013850415793513,0.4408545374142555,0.1041526449077275,0.0286511248289084,0.00138504155145,0.0013850415677883,0.0013850415729573,0.175989104494156,0.1035453969945367,0.0013850416985631,0.0013850416111948,0.0013850416798659,0.0013850416211802,0.0013850416572561,0.1288016505644436,0.060976930575111,0.5749557726328742,0.7248993221880745,0.0020141700404858,0.0931574608408903,0.3092877375149253,world/life,0.8142857142857143
1787,bob dylan,standing on the highway,1963,pop,standin highway tryin ride tryin ride tryin ride standin highway tryin ride tryin ride tryin ride know everybody pass standin highway tryin hold tryin hold tryin hold brave standin highway tryin hold tryin hold brave road go bright light go grave standin highway vision clear standin highway vision clear everybody passin know lookin card handmade lookin card handmade look like diamonds look like spade standin highway watchin life roll standin highway tryin ride standin highway tryin ride,77,0.0008920606672751,0.0230630319108934,0.0008920607913769,0.0008920606640303,0.0008920607060797,0.000892060670846,0.0790185757008873,0.0008920606960941,0.3982359851662411,0.0008920606727695,0.4568489715818536,0.0303445859949963,0.0008920606604372,0.0008920607077198,0.0008920606719074,0.0008920607059344,0.4736272067583668,0.5294977309437734,0.6044172735113188,1.3157894736842106e-05,0.7186727122835943,0.3423218022424724,obscene,0.8142857142857143
13977,fuel,hemorrhage (in my hands),2000,pop,memories lay drag water depths dead expect leave remember say say fall away leave fall away leave bleed hand hand leave bleed hand hand lie bleed lyric commercial,28,0.0019493177844457,0.4850781490870967,0.0019493179330277,0.001949317758812,0.0019493177670307,0.0019493178158399,0.0019493179000285,0.001949317954937,0.0019493177576658,0.0019493178061711,0.0019493179718278,0.0019493177674407,0.0019493177650273,0.001949317741948,0.3753438500983859,0.0019493177396242,0.2591790317339976,0.8098095018331922,0.0001435744413398,0.0003127530364372,0.3590272052761749,0.8238183214530823,violence,0.2857142857142857
3853,roy orbison,walk on,1969,pop,walk meet walk street walk look walk close book want world like go quickly brush away teardrop walk away darling stop look baby walk walk turn walk higher grind share heart forever forget baby walk love baby walk,38,0.0884545490266983,0.0014619883639623,0.0014619884396292,0.0014619883089052,0.0014619883042043,0.0014619883056211,0.0809321141425518,0.0014619883437383,0.0014619883276147,0.001461988324261,0.1394624968367326,0.0809612876463545,0.0014619883531516,0.1061699888030551,0.4029022517944634,0.0014619884221975,0.2440160294595472,0.6918698561649104,0.7751001758033895,0.1639676113360323,0.1580791426215993,0.4304126415159311,sadness,0.7285714285714285
65056,marcia griffiths,electric boogie,1990,reggae,electric gotta feel shakin gotta know hold know yeah go party ride groove groove groove music hide comin come party ride teach teach teach teach electric slide mystic resist jiggleamesacara pumpin like matic movin like electric sure boogie wanna lose choose know yeah come party ride teach teach teach teach electric slide mystic resist jiggleamesacara pumpin like matic movin like electric sure boogie wanna lose choose know yeah,68,0.0011961723725419,0.0011961722991971,0.302021015232821,0.0011961722578906,0.0775466223037654,0.0011961722770111,0.0011961723831818,0.0011961723727814,0.4017540254202409,0.0011961723506406,0.0011961723627127,0.0011961722805274,0.0011961722749337,0.0011961723515128,0.0011961723287092,0.0486294520871642,0.7628073215639554,0.6730764300182037,0.1114448910089267,0.00057995951417,0.972176422093982,0.8938905799660609,obscene,0.4285714285714285
1661,"peter, paul and mary",autumn to may,1962,pop,little color teach whistle sing dance legs fourteen yards long ears wide world half ride sing tarryo sing autumn little frog wear vest lean silver cane head speak place things kings queen sail shoe sing tarryo sing autumn flock sheep graze feather music wind rainy weather shine bring golden ring pound sing tarryo sing autumn downey swan frail oyster hatch snail snail change butterfly tell bigger tale tell sing tarryo sing autumn,72,0.0013157894993286,0.0013157895470581,0.0964627667786923,0.0013157895068875,0.0013157894835477,0.0637752952842671,0.0013157895043035,0.0013157896336012,0.0013157895198463,0.4094541410780968,0.2024294975920012,0.2094572460202532,0.0013157895055053,0.0013157895835037,0.0013157894901244,0.0013157894739674,0.4443842738004983,0.2381098889828986,0.939758975661622,5.2732793522267205e-05,0.2178483099752679,0.0571277100946495,music,0.8285714285714286
57231,patti austin,we're in love,1977,jazz,feel good dear lie arm good know fireâ burninâ feel warmth deep inside good know thereâ kind magic feel thereâ kind magic oohâ oohâ thereâ kind touch let know feel magic time know get sweeter better good know good know good know good know thereâ kind magic feel thereâ kind magic oohâ oohâ thereâ kind touch let know feel magic time know get sweeter better good know good know good know good know good know good know lalalalala lalalalala lalalalala good know good know good know good know darlinâ good know good know,93,0.0007017543955904,0.0007017544028379,0.000701754401492,0.0007017544299927,0.000701754388396,0.000701754387127,0.0515319309375443,0.4703716882655642,0.0007017544060953,0.0007017543877136,0.0007017543979878,0.1049063624759305,0.0007017543878929,0.0007017544217762,0.0007017544250389,0.362663702228165,0.58518358063468,0.522857216111581,0.2620474518548714,0.0004615384615384,0.7568013190436933,0.5715581908063595,feelings,0.6142857142857143
53435,parker millsap,hades pleads,2016,blues,gonna house styx long black train go clacketyclick beg like cerberus beg like beggin gonna garden scream belly voodoo machine pick darlin black limousine knockin gonna line want pretty girl rule underworld coal diamonds string black pearl gonna crown queen dead goldcapped teeth ring head hear river burial listen gonna line,51,0.0341757089506032,0.3103166001700797,0.0016447368918621,0.0016447370782633,0.0016447368477365,0.0016447368610769,0.0016447369208017,0.0016447368715499,0.0016447368990056,0.1435580623373079,0.0797447887863064,0.0016447368474448,0.0016447369052872,0.1503136669833814,0.0016447368644584,0.001644737053022,0.5483591465395863,0.7358151937030485,0.0245974142544319,0.000248987854251,0.7083676834295135,0.632621158939098,violence,0.0571428571428571
74028,misfits,all hell breaks loose,1982,rock,wall start close twin evil shake collarbone snap ribcage break body death dance partner eyeball accelerate blood beat vein ashaking hell break loose yeah evil evil yeah write book cruel send murdergram monster kid come right sign parent blood hell break loose yeah heart abreaking loose yeah world break loose yeah evil evil yeah write book cruel send murdergram monster kid come right sign parent blood break body death dance partner eyeball accelerate blood beat vein ashaking hell break loose yeah heart abreaking loose yeah world break loose evil evil yeah write book cruel say world break loose yeah world break loose yeah world break loose yeah world break hell break loose,112,0.000598086148969,0.3980957580673485,0.0517618823200011,0.0005980861602661,0.160551445180601,0.0005980861269736,0.0005980861321817,0.0005980861398902,0.0005980861570842,0.0005980861680129,0.0005980861562566,0.0294975732441644,0.1055895685401631,0.0005980861390678,0.1356624806038673,0.0005980861245979,0.4108090544785011,0.6174140450734559,0.0355412003425706,0.0,0.3178070898598516,0.9379359996027904,violence,0.5428571428571428
45168,ella fitzgerald,all my life,1980,blues,life wait wonderful begin live life wait life sublime give lovely afraid look pledge heart open book life hold close heart hold darling hold,24,0.0023923444987871,0.0023923445784533,0.5308826979759308,0.0023923448286437,0.0023923445007369,0.002392344498285,0.3119453836768107,0.0023923445432519,0.0023923445213557,0.0023923445339694,0.0023923445546196,0.0023923446071494,0.002392344551874,0.0023923446674209,0.1188944054702701,0.0023923444985108,0.6360879454131919,0.5601107607107145,0.9969879487830812,0.7621457489878543,0.5507007419620774,0.2191948337125243,world/life,0.5714285714285714
38056,tyler farr,i don't even want this beer,2015,country,binge long sober go time deep mirror get sittin lettin tryin pain disappear oughta dialin number sayin sorry come make wonder hell doin want beer wonder tonight thinkin bout right favorite dress tryin best buzzin get sittin lettin tryin pain disappear oughta dialin number sayin sorry come make wonder hell doin want beer want high want tonight yeah get sittin lettin tryin pain disappear oughta dialin number sayin sorry come make wonder hell doin want beer want beer,78,0.0007855460284465,0.0007855460165327,0.0007855459848865,0.0688906574499493,0.015920697326925,0.0007855459582482,0.0007855459573146,0.1405027195864309,0.3834134009756307,0.0007855459798378,0.1900023245991858,0.0007855459961042,0.0007855459956028,0.0007855460192018,0.1064523551378632,0.0007855459952588,0.5429437885844254,0.7678127323539214,0.2259028372518446,5.010121457489879e-06,0.4167353668590272,0.6956861916007786,obscene,0.0714285714285714
